"ID"	"Module.Assignment"	"New.Module.Assignment"
"7705"	"Zt09_chr_7_00062"	"green"	"M5"
"7706"	"Zt09_chr_7_00064"	"turquoise"	"M1"
"7707"	"Zt09_chr_7_00065"	"pink"	"M8"
"7708"	"Zt09_chr_7_00066"	"grey"	"M0"
"7709"	"Zt09_chr_7_00070"	"brown"	"M3"
"7710"	"Zt09_chr_7_00071"	"grey"	"M0"
"7711"	"Zt09_chr_7_00072"	"cyan"	"M14"
"7712"	"Zt09_chr_7_00073"	"blue"	"M2"
"7713"	"Zt09_chr_7_00074"	"brown"	"M3"
"7714"	"Zt09_chr_7_00075"	"turquoise"	"M1"
"7715"	"Zt09_chr_7_00076"	"turquoise"	"M1"
"7716"	"Zt09_chr_7_00077"	"turquoise"	"M1"
"7717"	"Zt09_chr_7_00078"	"red"	"M6"
"7718"	"Zt09_chr_7_00079"	"grey"	"M0"
"7719"	"Zt09_chr_7_00080"	"green"	"M5"
"7720"	"Zt09_chr_7_00081"	"grey"	"M0"
"7721"	"Zt09_chr_7_00082"	"grey"	"M0"
"7722"	"Zt09_chr_7_00083"	"brown"	"M3"
"7723"	"Zt09_chr_7_00084"	"turquoise"	"M1"
"7724"	"Zt09_chr_7_00086"	"green"	"M5"
"7725"	"Zt09_chr_7_00087"	"brown"	"M3"
"7726"	"Zt09_chr_7_00088"	"brown"	"M3"
"7727"	"Zt09_chr_7_00089"	"brown"	"M3"
"7728"	"Zt09_chr_7_00090"	"brown"	"M3"
"7729"	"Zt09_chr_7_00091"	"midnightblue"	"M15"
"7730"	"Zt09_chr_7_00092"	"grey"	"M0"
"7731"	"Zt09_chr_7_00096"	"brown"	"M3"
"7732"	"Zt09_chr_7_00097"	"turquoise"	"M1"
"7733"	"Zt09_chr_7_00099"	"blue"	"M2"
"7734"	"Zt09_chr_7_00100"	"green"	"M5"
"7735"	"Zt09_chr_7_00101"	"blue"	"M2"
"7736"	"Zt09_chr_7_00102"	"green"	"M5"
"7737"	"Zt09_chr_7_00103"	"blue"	"M2"
"7738"	"Zt09_chr_7_00104"	"purple"	"M10"
"7739"	"Zt09_chr_7_00105"	"midnightblue"	"M15"
"7740"	"Zt09_chr_7_00106"	"green"	"M5"
"7741"	"Zt09_chr_7_00107"	"midnightblue"	"M15"
"7742"	"Zt09_chr_7_00108"	"blue"	"M2"
"7743"	"Zt09_chr_7_00109"	"turquoise"	"M1"
"7744"	"Zt09_chr_7_00111"	"grey"	"M0"
"7745"	"Zt09_chr_7_00112"	"grey"	"M0"
"7746"	"Zt09_chr_7_00113"	"grey"	"M0"
"7747"	"Zt09_chr_7_00114"	"brown"	"M3"
"7748"	"Zt09_chr_7_00115"	"grey"	"M0"
"7749"	"Zt09_chr_7_00116"	"turquoise"	"M1"
"7750"	"Zt09_chr_7_00117"	"turquoise"	"M1"
"7751"	"Zt09_chr_7_00118"	"midnightblue"	"M15"
"7752"	"Zt09_chr_7_00119"	"brown"	"M3"
"7753"	"Zt09_chr_7_00120"	"grey"	"M0"
"7754"	"Zt09_chr_7_00121"	"cyan"	"M14"
"7755"	"Zt09_chr_7_00122"	"pink"	"M8"
"7756"	"Zt09_chr_7_00123"	"brown"	"M3"
"7757"	"Zt09_chr_7_00124"	"brown"	"M3"
"7758"	"Zt09_chr_7_00125"	"lightgreen"	"M18"
"7759"	"Zt09_chr_7_00127"	"brown"	"M3"
"7760"	"Zt09_chr_7_00128"	"midnightblue"	"M15"
"7761"	"Zt09_chr_7_00129"	"darkgrey"	"M24"
"7762"	"Zt09_chr_7_00130"	"red"	"M6"
"7763"	"Zt09_chr_7_00131"	"grey"	"M0"
"7764"	"Zt09_chr_7_00132"	"pink"	"M8"
"7765"	"Zt09_chr_7_00133"	"green"	"M5"
"7766"	"Zt09_chr_7_00134"	"blue"	"M2"
"7767"	"Zt09_chr_7_00135"	"grey"	"M0"
"7768"	"Zt09_chr_7_00136"	"cyan"	"M14"
"7769"	"Zt09_chr_7_00137"	"red"	"M6"
"7770"	"Zt09_chr_7_00138"	"green"	"M5"
"7771"	"Zt09_chr_7_00139"	"turquoise"	"M1"
"7772"	"Zt09_chr_7_00140"	"darkgrey"	"M24"
"7773"	"Zt09_chr_7_00141"	"red"	"M6"
"7774"	"Zt09_chr_7_00142"	"turquoise"	"M1"
"7775"	"Zt09_chr_7_00143"	"grey"	"M0"
"7776"	"Zt09_chr_7_00144"	"darkorange"	"M26"
"7777"	"Zt09_chr_7_00145"	"brown"	"M3"
"7778"	"Zt09_chr_7_00147"	"brown"	"M3"
"7779"	"Zt09_chr_7_00148"	"brown"	"M3"
"7780"	"Zt09_chr_7_00149"	"red"	"M6"
"7781"	"Zt09_chr_7_00150"	"lightgreen"	"M18"
"7782"	"Zt09_chr_7_00151"	"brown"	"M3"
"7783"	"Zt09_chr_7_00152"	"lightgreen"	"M18"
"7784"	"Zt09_chr_7_00153"	"darkred"	"M21"
"7785"	"Zt09_chr_7_00154"	"darkturquoise"	"M23"
"7786"	"Zt09_chr_7_00155"	"red"	"M6"
"7787"	"Zt09_chr_7_00157"	"green"	"M5"
"7788"	"Zt09_chr_7_00158"	"green"	"M5"
"7789"	"Zt09_chr_7_00160"	"brown"	"M3"
"7790"	"Zt09_chr_7_00161"	"grey"	"M0"
"7791"	"Zt09_chr_7_00162"	"grey"	"M0"
"7792"	"Zt09_chr_7_00164"	"grey"	"M0"
"7793"	"Zt09_chr_7_00165"	"midnightblue"	"M15"
"7794"	"Zt09_chr_7_00166"	"green"	"M5"
"7795"	"Zt09_chr_7_00167"	"purple"	"M10"
"7796"	"Zt09_chr_7_00168"	"grey"	"M0"
"7797"	"Zt09_chr_7_00169"	"brown"	"M3"
"7798"	"Zt09_chr_7_00170"	"darkgreen"	"M22"
"7799"	"Zt09_chr_7_00171"	"darkgreen"	"M22"
"7800"	"Zt09_chr_7_00172"	"green"	"M5"
"7801"	"Zt09_chr_7_00173"	"brown"	"M3"
"7802"	"Zt09_chr_7_00174"	"greenyellow"	"M11"
"7803"	"Zt09_chr_7_00175"	"brown"	"M3"
"7804"	"Zt09_chr_7_00176"	"brown"	"M3"
"7805"	"Zt09_chr_7_00177"	"brown"	"M3"
"7806"	"Zt09_chr_7_00178"	"grey"	"M0"
"7807"	"Zt09_chr_7_00179"	"grey"	"M0"
"7808"	"Zt09_chr_7_00180"	"blue"	"M2"
"7809"	"Zt09_chr_7_00181"	"greenyellow"	"M11"
"7810"	"Zt09_chr_7_00182"	"purple"	"M10"
"7811"	"Zt09_chr_7_00183"	"blue"	"M2"
"7812"	"Zt09_chr_7_00184"	"purple"	"M10"
"7813"	"Zt09_chr_7_00185"	"darkgreen"	"M22"
"7814"	"Zt09_chr_7_00186"	"lightcyan"	"M16"
"7815"	"Zt09_chr_7_00189"	"grey"	"M0"
"7816"	"Zt09_chr_7_00190"	"pink"	"M8"
"7817"	"Zt09_chr_7_00191"	"grey"	"M0"
"7818"	"Zt09_chr_7_00192"	"grey"	"M0"
"7819"	"Zt09_chr_7_00193"	"turquoise"	"M1"
"7820"	"Zt09_chr_7_00194"	"turquoise"	"M1"
"7821"	"Zt09_chr_7_00195"	"grey"	"M0"
"7822"	"Zt09_chr_7_00196"	"blue"	"M2"
"7823"	"Zt09_chr_7_00197"	"grey"	"M0"
"7824"	"Zt09_chr_7_00198"	"green"	"M5"
"7825"	"Zt09_chr_7_00199"	"midnightblue"	"M15"
"7826"	"Zt09_chr_7_00200"	"grey"	"M0"
"7827"	"Zt09_chr_7_00201"	"grey"	"M0"
"7828"	"Zt09_chr_7_00203"	"lightgreen"	"M18"
"7829"	"Zt09_chr_7_00205"	"brown"	"M3"
"7830"	"Zt09_chr_7_00206"	"greenyellow"	"M11"
"7831"	"Zt09_chr_7_00207"	"grey"	"M0"
"7832"	"Zt09_chr_7_00208"	"turquoise"	"M1"
"7833"	"Zt09_chr_7_00209"	"blue"	"M2"
"7834"	"Zt09_chr_7_00210"	"red"	"M6"
"7835"	"Zt09_chr_7_00211"	"darkorange"	"M26"
"7836"	"Zt09_chr_7_00212"	"green"	"M5"
"7837"	"Zt09_chr_7_00213"	"purple"	"M10"
"7838"	"Zt09_chr_7_00214"	"brown"	"M3"
"7839"	"Zt09_chr_7_00215"	"blue"	"M2"
"7840"	"Zt09_chr_7_00216"	"red"	"M6"
"7841"	"Zt09_chr_7_00217"	"blue"	"M2"
"7842"	"Zt09_chr_7_00218"	"grey"	"M0"
"7843"	"Zt09_chr_7_00219"	"purple"	"M10"
"7844"	"Zt09_chr_7_00220"	"midnightblue"	"M15"
"7845"	"Zt09_chr_7_00221"	"green"	"M5"
"7846"	"Zt09_chr_7_00222"	"brown"	"M3"
"7847"	"Zt09_chr_7_00223"	"blue"	"M2"
"7848"	"Zt09_chr_7_00225"	"brown"	"M3"
"7849"	"Zt09_chr_7_00227"	"brown"	"M3"
"7850"	"Zt09_chr_7_00228"	"turquoise"	"M1"
"7851"	"Zt09_chr_7_00229"	"grey"	"M0"
"7852"	"Zt09_chr_7_00230"	"grey"	"M0"
"7853"	"Zt09_chr_7_00231"	"turquoise"	"M1"
"7854"	"Zt09_chr_7_00233"	"turquoise"	"M1"
"7855"	"Zt09_chr_7_00236"	"turquoise"	"M1"
"7856"	"Zt09_chr_7_00237"	"grey"	"M0"
"7857"	"Zt09_chr_7_00239"	"grey"	"M0"
"7858"	"Zt09_chr_7_00240"	"grey"	"M0"
"7859"	"Zt09_chr_7_00241"	"cyan"	"M14"
"7860"	"Zt09_chr_7_00243"	"turquoise"	"M1"
"7861"	"Zt09_chr_7_00245"	"grey"	"M0"
"7862"	"Zt09_chr_7_00246"	"turquoise"	"M1"
"7863"	"Zt09_chr_7_00247"	"darkgreen"	"M22"
"7864"	"Zt09_chr_7_00248"	"darkturquoise"	"M23"
"7865"	"Zt09_chr_7_00249"	"greenyellow"	"M11"
"7866"	"Zt09_chr_7_00250"	"turquoise"	"M1"
"7867"	"Zt09_chr_7_00251"	"grey"	"M0"
"7868"	"Zt09_chr_7_00252"	"grey"	"M0"
"7869"	"Zt09_chr_7_00253"	"green"	"M5"
"7870"	"Zt09_chr_7_00254"	"grey"	"M0"
"7871"	"Zt09_chr_7_00255"	"grey"	"M0"
"7872"	"Zt09_chr_7_00256"	"turquoise"	"M1"
"7873"	"Zt09_chr_7_00257"	"turquoise"	"M1"
"7874"	"Zt09_chr_7_00259"	"midnightblue"	"M15"
"7875"	"Zt09_chr_7_00260"	"brown"	"M3"
"7876"	"Zt09_chr_7_00262"	"blue"	"M2"
"7877"	"Zt09_chr_7_00263"	"blue"	"M2"
"7878"	"Zt09_chr_7_00264"	"green"	"M5"
"7879"	"Zt09_chr_7_00265"	"green"	"M5"
"7880"	"Zt09_chr_7_00266"	"darkorange"	"M26"
"7881"	"Zt09_chr_7_00267"	"grey"	"M0"
"7882"	"Zt09_chr_7_00268"	"brown"	"M3"
"7883"	"Zt09_chr_7_00269"	"blue"	"M2"
"7884"	"Zt09_chr_7_00270"	"midnightblue"	"M15"
"7885"	"Zt09_chr_7_00271"	"midnightblue"	"M15"
"7886"	"Zt09_chr_7_00272"	"green"	"M5"
"7887"	"Zt09_chr_7_00273"	"darkturquoise"	"M23"
"7888"	"Zt09_chr_7_00274"	"greenyellow"	"M11"
"7889"	"Zt09_chr_7_00276"	"blue"	"M2"
"7890"	"Zt09_chr_7_00277"	"blue"	"M2"
"7891"	"Zt09_chr_7_00278"	"turquoise"	"M1"
"7892"	"Zt09_chr_7_00281"	"turquoise"	"M1"
"7893"	"Zt09_chr_7_00282"	"green"	"M5"
"7894"	"Zt09_chr_7_00283"	"grey"	"M0"
"7895"	"Zt09_chr_7_00284"	"pink"	"M8"
"7896"	"Zt09_chr_7_00285"	"darkorange"	"M26"
"7897"	"Zt09_chr_7_00286"	"turquoise"	"M1"
"7898"	"Zt09_chr_7_00287"	"cyan"	"M14"
"7899"	"Zt09_chr_7_00288"	"blue"	"M2"
"7900"	"Zt09_chr_7_00290"	"grey"	"M0"
"7901"	"Zt09_chr_7_00291"	"turquoise"	"M1"
"7902"	"Zt09_chr_7_00292"	"darkorange"	"M26"
"7903"	"Zt09_chr_7_00294"	"lightgreen"	"M18"
"7904"	"Zt09_chr_7_00295"	"green"	"M5"
"7905"	"Zt09_chr_7_00296"	"grey"	"M0"
"7906"	"Zt09_chr_7_00297"	"grey"	"M0"
"7907"	"Zt09_chr_7_00298"	"grey"	"M0"
"7908"	"Zt09_chr_7_00299"	"blue"	"M2"
"7909"	"Zt09_chr_7_00300"	"green"	"M5"
"7910"	"Zt09_chr_7_00301"	"red"	"M6"
"7911"	"Zt09_chr_7_00302"	"midnightblue"	"M15"
"7912"	"Zt09_chr_7_00303"	"brown"	"M3"
"7913"	"Zt09_chr_7_00304"	"grey"	"M0"
"7914"	"Zt09_chr_7_00306"	"midnightblue"	"M15"
"7915"	"Zt09_chr_7_00307"	"grey"	"M0"
"7916"	"Zt09_chr_7_00309"	"green"	"M5"
"7917"	"Zt09_chr_7_00310"	"pink"	"M8"
"7918"	"Zt09_chr_7_00311"	"cyan"	"M14"
"7919"	"Zt09_chr_7_00312"	"green"	"M5"
"7920"	"Zt09_chr_7_00313"	"grey"	"M0"
"7921"	"Zt09_chr_7_00314"	"grey"	"M0"
"7922"	"Zt09_chr_7_00315"	"grey"	"M0"
"7923"	"Zt09_chr_7_00316"	"green"	"M5"
"7924"	"Zt09_chr_7_00317"	"darkred"	"M21"
"7925"	"Zt09_chr_7_00318"	"brown"	"M3"
"7926"	"Zt09_chr_7_00320"	"brown"	"M3"
"7927"	"Zt09_chr_7_00321"	"pink"	"M8"
"7928"	"Zt09_chr_7_00322"	"grey"	"M0"
"7929"	"Zt09_chr_7_00324"	"grey"	"M0"
"7930"	"Zt09_chr_7_00325"	"grey"	"M0"
"7931"	"Zt09_chr_7_00326"	"green"	"M5"
"7932"	"Zt09_chr_7_00327"	"grey"	"M0"
"7933"	"Zt09_chr_7_00328"	"brown"	"M3"
"7934"	"Zt09_chr_7_00330"	"pink"	"M8"
"7935"	"Zt09_chr_7_00331"	"turquoise"	"M1"
"7936"	"Zt09_chr_7_00332"	"green"	"M5"
"7937"	"Zt09_chr_7_00334"	"turquoise"	"M1"
"7938"	"Zt09_chr_7_00335"	"grey"	"M0"
"7939"	"Zt09_chr_7_00336"	"darkgreen"	"M22"
"7940"	"Zt09_chr_7_00337"	"darkorange"	"M26"
"7941"	"Zt09_chr_7_00338"	"grey"	"M0"
"7942"	"Zt09_chr_7_00339"	"darkturquoise"	"M23"
"7943"	"Zt09_chr_7_00340"	"purple"	"M10"
"7944"	"Zt09_chr_7_00341"	"grey"	"M0"
"7945"	"Zt09_chr_7_00342"	"darkturquoise"	"M23"
"7946"	"Zt09_chr_7_00343"	"green"	"M5"
"7947"	"Zt09_chr_7_00344"	"red"	"M6"
"7948"	"Zt09_chr_7_00345"	"brown"	"M3"
"7949"	"Zt09_chr_7_00346"	"midnightblue"	"M15"
"7950"	"Zt09_chr_7_00347"	"green"	"M5"
"7951"	"Zt09_chr_7_00348"	"grey"	"M0"
"7952"	"Zt09_chr_7_00349"	"turquoise"	"M1"
"7953"	"Zt09_chr_7_00350"	"green"	"M5"
"7954"	"Zt09_chr_7_00351"	"darkorange"	"M26"
"7955"	"Zt09_chr_7_00352"	"grey"	"M0"
"7956"	"Zt09_chr_7_00353"	"grey"	"M0"
"7957"	"Zt09_chr_7_00354"	"blue"	"M2"
"7958"	"Zt09_chr_7_00355"	"lightgreen"	"M18"
"7959"	"Zt09_chr_7_00356"	"pink"	"M8"
"7960"	"Zt09_chr_7_00357"	"midnightblue"	"M15"
"7961"	"Zt09_chr_7_00358"	"darkorange"	"M26"
"7962"	"Zt09_chr_7_00359"	"grey"	"M0"
"7963"	"Zt09_chr_7_00360"	"red"	"M6"
"7964"	"Zt09_chr_7_00361"	"midnightblue"	"M15"
"7965"	"Zt09_chr_7_00362"	"grey"	"M0"
"7966"	"Zt09_chr_7_00363"	"grey"	"M0"
"7967"	"Zt09_chr_7_00364"	"green"	"M5"
"7968"	"Zt09_chr_7_00365"	"grey"	"M0"
"7969"	"Zt09_chr_7_00366"	"brown"	"M3"
"7970"	"Zt09_chr_7_00367"	"brown"	"M3"
"7971"	"Zt09_chr_7_00368"	"blue"	"M2"
"7972"	"Zt09_chr_7_00369"	"red"	"M6"
"7973"	"Zt09_chr_7_00370"	"blue"	"M2"
"7974"	"Zt09_chr_7_00371"	"grey"	"M0"
"7975"	"Zt09_chr_7_00372"	"grey"	"M0"
"7976"	"Zt09_chr_7_00373"	"darkorange"	"M26"
"7977"	"Zt09_chr_7_00375"	"turquoise"	"M1"
"7978"	"Zt09_chr_7_00376"	"grey"	"M0"
"7979"	"Zt09_chr_7_00377"	"blue"	"M2"
"7980"	"Zt09_chr_7_00378"	"blue"	"M2"
"7981"	"Zt09_chr_7_00379"	"grey"	"M0"
"7982"	"Zt09_chr_7_00380"	"brown"	"M3"
"7983"	"Zt09_chr_7_00381"	"grey"	"M0"
"7984"	"Zt09_chr_7_00382"	"midnightblue"	"M15"
"7985"	"Zt09_chr_7_00383"	"blue"	"M2"
"7986"	"Zt09_chr_7_00384"	"green"	"M5"
"7987"	"Zt09_chr_7_00385"	"darkred"	"M21"
"7988"	"Zt09_chr_7_00386"	"grey"	"M0"
"7989"	"Zt09_chr_7_00387"	"green"	"M5"
"7990"	"Zt09_chr_7_00388"	"grey"	"M0"
"7991"	"Zt09_chr_7_00389"	"lightgreen"	"M18"
"7992"	"Zt09_chr_7_00390"	"pink"	"M8"
"7993"	"Zt09_chr_7_00391"	"green"	"M5"
"7994"	"Zt09_chr_7_00392"	"purple"	"M10"
"7995"	"Zt09_chr_7_00393"	"salmon"	"M13"
"7996"	"Zt09_chr_7_00394"	"midnightblue"	"M15"
"7997"	"Zt09_chr_7_00395"	"darkred"	"M21"
"7998"	"Zt09_chr_7_00396"	"grey"	"M0"
"7999"	"Zt09_chr_7_00397"	"turquoise"	"M1"
"8000"	"Zt09_chr_7_00398"	"grey"	"M0"
"8001"	"Zt09_chr_7_00399"	"grey"	"M0"
"8002"	"Zt09_chr_7_00400"	"darkgreen"	"M22"
"8003"	"Zt09_chr_7_00401"	"grey"	"M0"
"8004"	"Zt09_chr_7_00402"	"grey"	"M0"
"8005"	"Zt09_chr_7_00403"	"midnightblue"	"M15"
"8006"	"Zt09_chr_7_00404"	"midnightblue"	"M15"
"8007"	"Zt09_chr_7_00406"	"red"	"M6"
"8008"	"Zt09_chr_7_00407"	"grey"	"M0"
"8009"	"Zt09_chr_7_00414"	"brown"	"M3"
"8010"	"Zt09_chr_7_00415"	"darkorange"	"M26"
"8011"	"Zt09_chr_7_00416"	"cyan"	"M14"
"8012"	"Zt09_chr_7_00418"	"midnightblue"	"M15"
"8013"	"Zt09_chr_7_00419"	"grey"	"M0"
"8014"	"Zt09_chr_7_00420"	"grey"	"M0"
"8015"	"Zt09_chr_7_00421"	"grey"	"M0"
"8016"	"Zt09_chr_7_00422"	"red"	"M6"
"8017"	"Zt09_chr_7_00423"	"purple"	"M10"
"8018"	"Zt09_chr_7_00424"	"darkred"	"M21"
"8019"	"Zt09_chr_7_00425"	"grey"	"M0"
"8020"	"Zt09_chr_7_00426"	"grey"	"M0"
"8021"	"Zt09_chr_7_00427"	"lightgreen"	"M18"
"8022"	"Zt09_chr_7_00428"	"blue"	"M2"
"8023"	"Zt09_chr_7_00429"	"purple"	"M10"
"8024"	"Zt09_chr_7_00430"	"red"	"M6"
"8025"	"Zt09_chr_7_00431"	"brown"	"M3"
"8026"	"Zt09_chr_7_00432"	"darkorange"	"M26"
"8027"	"Zt09_chr_7_00433"	"grey"	"M0"
"8028"	"Zt09_chr_7_00434"	"grey"	"M0"
"8029"	"Zt09_chr_7_00435"	"brown"	"M3"
"8030"	"Zt09_chr_7_00436"	"brown"	"M3"
"8031"	"Zt09_chr_7_00438"	"grey"	"M0"
"8032"	"Zt09_chr_7_00439"	"grey"	"M0"
"8033"	"Zt09_chr_7_00440"	"grey"	"M0"
"8034"	"Zt09_chr_7_00441"	"grey"	"M0"
"8035"	"Zt09_chr_7_00442"	"grey"	"M0"
"8036"	"Zt09_chr_7_00443"	"grey"	"M0"
"8037"	"Zt09_chr_7_00445"	"grey"	"M0"
"8038"	"Zt09_chr_7_00447"	"pink"	"M8"
"8039"	"Zt09_chr_7_00448"	"brown"	"M3"
"8040"	"Zt09_chr_7_00449"	"darkred"	"M21"
"8041"	"Zt09_chr_7_00450"	"blue"	"M2"
"8042"	"Zt09_chr_7_00451"	"midnightblue"	"M15"
"8043"	"Zt09_chr_7_00452"	"pink"	"M8"
"8044"	"Zt09_chr_7_00453"	"grey"	"M0"
"8045"	"Zt09_chr_7_00454"	"grey"	"M0"
"8046"	"Zt09_chr_7_00455"	"purple"	"M10"
"8047"	"Zt09_chr_7_00456"	"brown"	"M3"
"8048"	"Zt09_chr_7_00457"	"midnightblue"	"M15"
"8049"	"Zt09_chr_7_00458"	"darkorange"	"M26"
"8050"	"Zt09_chr_7_00459"	"turquoise"	"M1"
"8051"	"Zt09_chr_7_00461"	"brown"	"M3"
"8052"	"Zt09_chr_7_00462"	"brown"	"M3"
"8053"	"Zt09_chr_7_00463"	"greenyellow"	"M11"
"8054"	"Zt09_chr_7_00464"	"grey"	"M0"
"8055"	"Zt09_chr_7_00465"	"lightcyan"	"M16"
"8056"	"Zt09_chr_7_00467"	"midnightblue"	"M15"
"8057"	"Zt09_chr_7_00468"	"grey"	"M0"
"8058"	"Zt09_chr_7_00470"	"green"	"M5"
"8059"	"Zt09_chr_7_00471"	"grey"	"M0"
"8060"	"Zt09_chr_7_00472"	"lightgreen"	"M18"
"8061"	"Zt09_chr_7_00474"	"grey"	"M0"
"8062"	"Zt09_chr_7_00475"	"grey"	"M0"
"8063"	"Zt09_chr_7_00476"	"grey"	"M0"
"8064"	"Zt09_chr_7_00477"	"pink"	"M8"
"8065"	"Zt09_chr_7_00480"	"green"	"M5"
"8066"	"Zt09_chr_7_00481"	"blue"	"M2"
"8067"	"Zt09_chr_7_00482"	"blue"	"M2"
"8068"	"Zt09_chr_7_00483"	"blue"	"M2"
"8069"	"Zt09_chr_7_00484"	"green"	"M5"
"8070"	"Zt09_chr_7_00485"	"grey"	"M0"
"8071"	"Zt09_chr_7_00486"	"grey"	"M0"
"8072"	"Zt09_chr_7_00487"	"lightcyan"	"M16"
"8073"	"Zt09_chr_7_00488"	"darkgreen"	"M22"
"8074"	"Zt09_chr_7_00489"	"green"	"M5"
"8075"	"Zt09_chr_7_00490"	"darkred"	"M21"
"8076"	"Zt09_chr_7_00491"	"grey"	"M0"
"8077"	"Zt09_chr_7_00492"	"grey"	"M0"
"8078"	"Zt09_chr_7_00493"	"blue"	"M2"
"8079"	"Zt09_chr_7_00494"	"grey"	"M0"
"8080"	"Zt09_chr_7_00495"	"grey"	"M0"
"8081"	"Zt09_chr_7_00496"	"blue"	"M2"
"8082"	"Zt09_chr_7_00497"	"red"	"M6"
"8083"	"Zt09_chr_7_00498"	"lightgreen"	"M18"
"8084"	"Zt09_chr_7_00499"	"purple"	"M10"
"8085"	"Zt09_chr_7_00500"	"grey"	"M0"
"8086"	"Zt09_chr_7_00501"	"green"	"M5"
"8087"	"Zt09_chr_7_00502"	"salmon"	"M13"
"8088"	"Zt09_chr_7_00503"	"pink"	"M8"
"8089"	"Zt09_chr_7_00504"	"green"	"M5"
"8090"	"Zt09_chr_7_00505"	"turquoise"	"M1"
"8091"	"Zt09_chr_7_00506"	"midnightblue"	"M15"
"8092"	"Zt09_chr_7_00507"	"grey"	"M0"
"8093"	"Zt09_chr_7_00508"	"green"	"M5"
"8094"	"Zt09_chr_7_00509"	"grey"	"M0"
"8095"	"Zt09_chr_7_00510"	"blue"	"M2"
"8096"	"Zt09_chr_7_00511"	"grey"	"M0"
"8097"	"Zt09_chr_7_00512"	"green"	"M5"
"8098"	"Zt09_chr_7_00514"	"blue"	"M2"
"8099"	"Zt09_chr_7_00515"	"midnightblue"	"M15"
"8100"	"Zt09_chr_7_00516"	"turquoise"	"M1"
"8101"	"Zt09_chr_7_00517"	"grey"	"M0"
"8102"	"Zt09_chr_7_00518"	"brown"	"M3"
"8103"	"Zt09_chr_7_00519"	"midnightblue"	"M15"
"8104"	"Zt09_chr_7_00520"	"grey"	"M0"
"8105"	"Zt09_chr_7_00521"	"purple"	"M10"
"8106"	"Zt09_chr_7_00523"	"turquoise"	"M1"
"8107"	"Zt09_chr_7_00524"	"grey"	"M0"
"8108"	"Zt09_chr_7_00525"	"midnightblue"	"M15"
"8109"	"Zt09_chr_7_00526"	"red"	"M6"
"8110"	"Zt09_chr_7_00528"	"turquoise"	"M1"
"8111"	"Zt09_chr_7_00529"	"lightcyan"	"M16"
"8112"	"Zt09_chr_7_00530"	"darkgreen"	"M22"
"8113"	"Zt09_chr_7_00531"	"grey"	"M0"
"8114"	"Zt09_chr_7_00532"	"green"	"M5"
"8115"	"Zt09_chr_7_00533"	"brown"	"M3"
"8116"	"Zt09_chr_7_00534"	"grey"	"M0"
"8117"	"Zt09_chr_7_00535"	"turquoise"	"M1"
"8118"	"Zt09_chr_7_00536"	"brown"	"M3"
"8119"	"Zt09_chr_7_00539"	"brown"	"M3"
"8120"	"Zt09_chr_7_00540"	"brown"	"M3"
"8121"	"Zt09_chr_7_00544"	"turquoise"	"M1"
"8122"	"Zt09_chr_7_00545"	"brown"	"M3"
"8123"	"Zt09_chr_7_00546"	"brown"	"M3"
"8124"	"Zt09_chr_7_00547"	"blue"	"M2"
"8125"	"Zt09_chr_7_00548"	"green"	"M5"
"8126"	"Zt09_chr_7_00549"	"brown"	"M3"
"8127"	"Zt09_chr_7_00550"	"turquoise"	"M1"
"8128"	"Zt09_chr_7_00552"	"grey"	"M0"
"8129"	"Zt09_chr_7_00553"	"turquoise"	"M1"
"8130"	"Zt09_chr_7_00555"	"brown"	"M3"
"8131"	"Zt09_chr_7_00556"	"darkorange"	"M26"
"8132"	"Zt09_chr_7_00557"	"grey"	"M0"
"8133"	"Zt09_chr_7_00558"	"greenyellow"	"M11"
"8134"	"Zt09_chr_7_00559"	"salmon"	"M13"
"8135"	"Zt09_chr_7_00561"	"salmon"	"M13"
"8136"	"Zt09_chr_7_00562"	"brown"	"M3"
"8137"	"Zt09_chr_7_00563"	"pink"	"M8"
"8138"	"Zt09_chr_7_00564"	"darkgreen"	"M22"
"8139"	"Zt09_chr_7_00565"	"cyan"	"M14"
"8140"	"Zt09_chr_7_00566"	"red"	"M6"
"8141"	"Zt09_chr_7_00568"	"green"	"M5"
"8142"	"Zt09_chr_7_00570"	"grey"	"M0"
"8143"	"Zt09_chr_7_00572"	"turquoise"	"M1"
"8144"	"Zt09_chr_7_00573"	"grey"	"M0"
"8145"	"Zt09_chr_7_00574"	"brown"	"M3"
"8146"	"Zt09_chr_7_00575"	"turquoise"	"M1"
"8147"	"Zt09_chr_7_00576"	"greenyellow"	"M11"
"8148"	"Zt09_chr_7_00577"	"darkorange"	"M26"
"8149"	"Zt09_chr_7_00578"	"red"	"M6"
"8150"	"Zt09_chr_7_00579"	"darkorange"	"M26"
"8151"	"Zt09_chr_7_00580"	"darkgreen"	"M22"
"8152"	"Zt09_chr_7_00581"	"turquoise"	"M1"
"8153"	"Zt09_chr_7_00584"	"grey"	"M0"
"8154"	"Zt09_chr_7_00587"	"salmon"	"M13"
"8155"	"Zt09_chr_7_00632"	"grey"	"M0"
"8156"	"Zt09_chr_7_00634"	"cyan"	"M14"
"8157"	"Zt09_chr_7_00636"	"lightgreen"	"M18"
"8158"	"Zt09_chr_7_00755"	"brown"	"M3"
"8159"	"Zt09_chr_7_00761"	"darkorange"	"M26"
"8160"	"Zt09_chr_7_00827"	"grey"	"M0"
